epoch;time;train/box_loss;train/cls_loss;train/dfl_loss;metrics/precision(B);metrics/recall(B);metrics/mAP50(B);metrics/mAP50-95(B);val/box_loss;val/cls_loss;val/dfl_loss;lr/pg0;lr/pg1;lr/pg2;lr/pg3;lr/pg4;lr/pg5;lr/pg6;lr/pg7
158;1281.71;0.93644;0.32459;0.0063;0.57925;0.76923;0,74765;0,4063;141.166;0.95353;0.00939;0.00253371;0.00084457;0.00253371;0.00084457;0.00253371;0.00084457;0.00253371;0.00084457
161;1306.01;0.9272;0.35538;0.00596;0.6552;0.76923;0,74208;0,44648;131.685;112.496;0.00865;0.0025248;0.0008416;0.0025248;0.0008416;0.0025248;0.0008416;0.0025248;0.0008416
76;616.981;128.347;0.55518;0.009;0.76142;0.69231;0,74196;0,33103;150.837;109.726;0.00996;0.00277725;0.00092575;0.00277725;0.00092575;0.00277725;0.00092575;0.00277725;0.00092575
84;681.494;129.604;0.49652;0.00901;0.87758;0.61538;0,74074;0,36577;139.339;0.96413;0.00897;0.00275349;0.00091783;0.00275349;0.00091783;0.00275349;0.00091783;0.00275349;0.00091783
42;341.296;139.623;0.8023;0.00996;0.63106;0.92308;0,74;0,32579;144.249;0.9384;0.00884;0.00287823;0.00095941;0.00287823;0.00095941;0.00287823;0.00095941;0.00287823;0.00095941
35;284.748;16.127;102.238;0.01095;0.54273;0.84615;0,73918;0,28822;162.115;0.8596;0.01036;0.00289902;0.00096634;0.00289902;0.00096634;0.00289902;0.00096634;0.00289902;0.00096634
141;1143.92;101.101;0.35746;0.00642;0.64642;0.84615;0,73857;0,41971;144.911;11.622;0.00934;0.0025842;0.0008614;0.0025842;0.0008614;0.0025842;0.0008614;0.0025842;0.0008614
83;673.572;127.544;0.4788;0.0087;0.88766;0.61538;0,73545;0,39225;139.322;0.96546;0.00879;0.00275646;0.00091882;0.00275646;0.00091882;0.00275646;0.00091882;0.00275646;0.00091882
97;786.89;114.651;0.40356;0.00761;0.77732;0.69231;0,73532;0,45465;12.891;105.758;0.00845;0.00271488;0.00090496;0.00271488;0.00090496;0.00271488;0.00090496;0.00271488;0.00090496
66;535.886;137.031;0.62;0.00926;0.59924;0.84615;0,73496;0,3811;150.025;0.75419;0.00944;0.00280695;0.00093565;0.00280695;0.00093565;0.00280695;0.00093565;0.00280695;0.00093565
105;851.786;126.044;0.40206;0.00819;0.67119;0.69231;0,73474;0,44918;132.626;107.445;0.0085;0.00269112;0.00089704;0.00269112;0.00089704;0.00269112;0.00089704;0.00269112;0.00089704
98;794.964;118.984;0.41306;0.00813;0.61509;0.84615;0,73237;0,4195;130.993;0.99346;0.00853;0.00271191;0.00090397;0.00271191;0.00090397;0.00271191;0.00090397;0.00271191;0.00090397
160;1297.89;0.98919;0.32516;0.00664;0.6825;0.69231;0,73054;0,4407;128.313;124.655;0.0086;0.00252777;0.00084259;0.00252777;0.00084259;0.00252777;0.00084259;0.00252777;0.00084259
40;325.303;140.815;0.78172;0.01025;0.63876;0.84615;0,7303;0,29761;147.023;0.97116;0.00891;0.00288417;0.00096139;0.00288417;0.00096139;0.00288417;0.00096139;0.00288417;0.00096139
157;1273.7;0.93267;0.38259;0.00655;0.59721;0.69231;0,72943;0,42235;139.136;105.585;0.00926;0.00253668;0.00084556;0.00253668;0.00084556;0.00253668;0.00084556;0.00253668;0.00084556
104;843.703;115.527;0.4224;0.00787;0.64071;0.68631;0,72782;0,47909;124.832;102.049;0.00813;0.00269409;0.00089803;0.00269409;0.00089803;0.00269409;0.00089803;0.00269409;0.00089803
38;309.108;148.084;0.75494;0.01055;0.5909;0.92308;0,71914;0,31162;159.978;0.75583;0.01013;0.00289011;0.00096337;0.00289011;0.00096337;0.00289011;0.00096337;0.00289011;0.00096337
44;357.567;154.148;0.79185;0.0112;0.63894;0.84615;0,71729;0,32728;147.353;0.84875;0.00927;0.00287229;0.00095743;0.00287229;0.00095743;0.00287229;0.00095743;0.00287229;0.00095743
67;544.028;125.934;0.59756;0.00861;0.57649;0.83807;0,713;0,34821;157.143;0.74844;0.00985;0.00280398;0.00093466;0.00280398;0.00093466;0.00280398;0.00093466;0.00280398;0.00093466
77;625.005;113.766;0.46121;0.0081;0.73508;0.61538;0,69719;0,31982;150.941;107.739;0.00967;0.00277428;0.00092476;0.00277428;0.00092476;0.00277428;0.00092476;0.00277428;0.00092476
103;835.556;111.217;0.44695;0.00735;0.75689;0.53846;0,6892;0,42664;122.736;110.617;0.00791;0.00269706;0.00089902;0.00269706;0.00089902;0.00269706;0.00089902;0.00269706;0.00089902
32;260.429;136.578;104.456;0.00979;0.62897;0.69231;0,68603;0,20429;17.681;100.872;0.01184;0.00290793;0.00096931;0.00290793;0.00096931;0.00290793;0.00096931;0.00290793;0.00096931
33;268.452;142.687;0.88474;0.01066;0.77765;0.80852;0,68502;0,22099;169.645;0.86725;0.01125;0.00290496;0.00096832;0.00290496;0.00096832;0.00290496;0.00096832;0.00290496;0.00096832
140;1135.68;0.9943;0.35048;0.00658;0.60121;0.84615;0,68488;0,37184;143.065;135.591;0.00952;0.00258717;0.00086239;0.00258717;0.00086239;0.00258717;0.00086239;0.00258717;0.00086239
36;292.866;148.847;0.86888;0.01028;0.6068;0.83166;0,68405;0,29034;162.222;0.86615;0.01037;0.00289605;0.00096535;0.00289605;0.00096535;0.00289605;0.00096535;0.00289605;0.00096535
31;252.351;156.189;117.824;0.01094;0.6074;0.76923;0,67905;0,24736;164.093;0.96819;0.01063;0.0029109;0.0009703;0.0029109;0.0009703;0.0029109;0.0009703;0.0029109;0.0009703
41;333.245;155.077;0.70601;0.01086;0.61762;0.84615;0,66732;0,29821;14.621;0.88054;0.00906;0.0028812;0.0009604;0.0028812;0.0009604;0.0028812;0.0009604;0.0028812;0.0009604
43;349.4;144.756;0.82194;0.00943;0.68146;0.76923;0,6631;0,29465;131.965;0.85919;0.00797;0.00287526;0.00095842;0.00287526;0.00095842;0.00287526;0.00095842;0.00287526;0.00095842
47;381.726;140.369;0.57987;0.00957;0.68543;0.8385;0,64995;0,33283;159.097;0.64826;0.00969;0.00286338;0.00095446;0.00286338;0.00095446;0.00286338;0.00095446;0.00286338;0.00095446
34;276.612;15.284;0.91708;0.01065;0.63428;0.76923;0,5971;0,284;151.931;0.87979;0.00974;0.00290199;0.00096733;0.00290199;0.00096733;0.00290199;0.00096733;0.00290199;0.00096733
22;179.593;144.668;199.395;0.01027;0.6359;0.46154;0,53651;0,22322;149.967;149.335;0.00932;0.00293763;0.00097921;0.00293763;0.00097921;0.00293763;0.00097921;0.00293763;0.00097921
27;220.061;138.473;136.321;0.00976;0.40584;0.579;0,48803;0,26563;148.678;148.452;0.00951;0.00292278;0.00097426;0.00292278;0.00097426;0.00292278;0.00097426;0.00292278;0.00097426
30;244.221;146.132;115.711;0.01082;0.45346;0.57557;0,47358;0,19555;151.219;111.703;0.00969;0.00291387;0.00097129;0.00291387;0.00097129;0.00291387;0.00097129;0.00291387;0.00097129
20;163.246;139.291;226.294;0.00925;0.87884;0.38462;0,4722;0,19372;135.121;185.071;0.00808;0.00294357;0.00098119;0.00294357;0.00098119;0.00294357;0.00098119;0.00294357;0.00098119
29;236.287;156.356;136.022;0.01186;0.37444;0.61538;0,462;0,19383;145.972;118.128;0.00925;0.00291684;0.00097228;0.00291684;0.00097228;0.00291684;0.00097228;0.00291684;0.00097228
25;203.848;151.546;156.956;0.01012;0.43836;0.38462;0,45325;0,22362;148.661;147.546;0.0091;0.00292872;0.00097624;0.00292872;0.00097624;0.00292872;0.00097624;0.00292872;0.00097624
26;211.98;140.227;155.213;0.01057;0.35879;0.38462;0,4437;0,25076;13.941;16.697;0.0088;0.00292575;0.00097525;0.00292575;0.00097525;0.00292575;0.00097525;0.00292575;0.00097525
28;228.18;134.578;133.553;0.00959;0.3725;0.69231;0,4361;0,2211;153.892;1.105;0.00992;0.00291981;0.00097327;0.00291981;0.00097327;0.00291981;0.00097327;0.00291981;0.00097327
24;195.904;144.405;176.232;0.01023;0.28604;0.46154;0,37486;0,1494;148.562;157.292;0.00896;0.00293169;0.00097723;0.00293169;0.00097723;0.00293169;0.00097723;0.00293169;0.00097723
23;187.774;144.954;200.058;0.00989;0.76362;0.23077;0,36861;0,16349;150.633;162.961;0.0092;0.00293466;0.00097822;0.00293466;0.00097822;0.00293466;0.00097822;0.00293466;0.00097822
19;155.171;140.659;236.556;0.01006;0.43495;0.29717;0,35086;0,15035;130.147;188.707;0.00783;0.00294654;0.00098218;0.00294654;0.00098218;0.00294654;0.00098218;0.00294654;0.00098218
21;171.38;14.745;213.853;0.01055;0.32304;0.23077;0,29881;0,10507;145.099;197.587;0.00883;0.0029406;0.0009802;0.0029406;0.0009802;0.0029406;0.0009802;0.0029406;0.0009802
18;147.023;136.968;245.822;0.00984;0.66516;0.15315;0,2254;0,11418;113.491;203.061;0.00655;0.00294951;0.00098317;0.00294951;0.00098317;0.00294951;0.00098317;0.00294951;0.00098317
17;138.858;151.735;262.954;0.01024;0.18447;0.15385;0,18838;0,09706;117.996;2.065;0.00695;0.00295248;0.00098416;0.00295248;0.00098416;0.00295248;0.00098416;0.00295248;0.00098416
15;122.563;128.873;248.881;0.00935;0.01286;1;0,14558;0,07193;127.322;232.758;0.00779;0.00295842;0.00098614;0.00295842;0.00098614;0.00295842;0.00098614;0.00295842;0.00098614
10;823.884;133.639;282.582;0.00887;0.0085;0.69231;0,13753;0,05501;123.031;288.457;0.00744;0.00297327;0.00099109;0.00297327;0.00099109;0.00297327;0.00099109;0.00297327;0.00099109
16;130.747;134.827;25.466;0.0093;0.31582;0.07692;0,13628;0,07447;123.505;228.259;0.00747;0.00295545;0.00098515;0.00295545;0.00098515;0.00295545;0.00098515;0.00295545;0.00098515
11;904.812;148.014;306.907;0.0103;0.00524;0.92308;0,10846;0,04579;129.534;263.226;0.00783;0.0029703;0.0009901;0.0029703;0.0009901;0.0029703;0.0009901;0.0029703;0.0009901
12;985.508;1.302;283.922;0.00949;0.00459;0.84615;0,09969;0,04472;121.868;27.793;0.00719;0.00296733;0.00098911;0.00296733;0.00098911;0.00296733;0.00098911;0.00296733;0.00098911
13;106.604;139.778;284.556;0.00932;0.00858;0.92308;0,09452;0,03222;132.005;25.634;0.00791;0.00296436;0.00098812;0.00296436;0.00098812;0.00296436;0.00098812;0.00296436;0.00098812
14;114.522;130.234;261.363;0.00864;0.00777;1;0,07775;0,02765;127.269;253.075;0.00764;0.00296139;0.00098713;0.00296139;0.00098713;0.00296139;0.00098713;0.00296139;0.00098713
4;343.588;185.094;411.854;0.01422;0.05263;0.07692;0,03689;0,0224;140.743;338.789;0.00881;0.00299109;0.00099703;0.00299109;0.00099703;0.00299109;0.00099703;0.00299109;0.00099703
9;744.294;135.071;32.565;0.01015;0.00358;0.76923;0,02729;0,00858;137.648;280.222;0.0088;0.00297624;0.00099208;0.00297624;0.00099208;0.00297624;0.00099208;0.00297624;0.00099208
5;423.955;172.183;377.175;0.01305;0.0241;0.15385;0,02096;0,00939;137.496;336.185;0.00902;0.00298812;0.00099604;0.00298812;0.00099604;0.00298812;0.00099604;0.00298812;0.00099604
8;665.461;145.374;338.943;0.01025;0.00326;0.76923;0,01904;0,00787;141.029;278.164;0.00922;0.00297921;0.00099307;0.00297921;0.00099307;0.00297921;0.00099307;0.00297921;0.00099307
6;50.466;16.283;356.417;0.01286;0.00596;0.30769;0,00724;0,00186;141.178;297.966;0.00901;0.00298515;0.00099505;0.00298515;0.00099505;0.00298515;0.00099505;0.00298515;0.00099505
7;584.747;146.304;359.665;0.01059;0.0035;0.69231;0,00538;0,00214;127.883;292.798;0.00841;0.00298218;0.00099406;0.00298218;0.00099406;0.00298218;0.00099406;0.00298218;0.00099406
1;983.264;178.526;33.053;0.01311;0;0;0;0;156.157;572.755;0.01055;0.000983607;0.000327869;0.000983607;0.000327869;0.0681967;0.067541;0.000983607;0.000327869
2;182.409;171.472;68.363;0.01388;0;0;0;0;179.971;309.976;0.01263;0.00198164;0.000660548;0.00198164;0.000660548;0.0358614;0.0345403;0.00198164;0.000660548
3;265.004;173.067;456.104;0.01237;0;0;0;0;144.289;332.545;0.00918;0.0029777;0.000992566;0.0029777;0.000992566;0.00352415;0.00153901;0.0029777;0.000992566
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;1;;;;;;;;;;;;
