epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
122,989.789,1.04823,0.35083,0.00691,0.90762,0.76923,0.89599,0.48382,1.23974,0.68948,0.00813,0.00264063,0.00088021,0.00264063,0.00088021,0.00264063,0.00088021,0.00264063,0.00088021
123,997.811,1.00786,0.30654,0.00705,0.77996,1,0.91918,0.46657,1.26125,0.54535,0.00818,0.00263766,0.00087922,0.00263766,0.00087922,0.00263766,0.00087922,0.00263766,0.00087922
124,1005.98,1.1067,0.42921,0.00764,0.69797,0.92308,0.86767,0.46167,1.23587,0.61604,0.00801,0.00263469,0.00087823,0.00263469,0.00087823,0.00263469,0.00087823,0.00263469,0.00087823
125,1014.1,1.06506,0.43987,0.00741,0.66086,0.90031,0.86382,0.47918,1.23124,0.85216,0.00816,0.00263172,0.00087724,0.00263172,0.00087724,0.00263172,0.00087724,0.00263172,0.00087724
126,1022.12,1.0857,0.36573,0.00736,0.70479,0.91852,0.85192,0.49125,1.17774,0.69061,0.00761,0.00262875,0.00087625,0.00262875,0.00087625,0.00262875,0.00087625,0.00262875,0.00087625
127,1030.26,1.03919,0.39385,0.00653,0.71558,0.84615,0.85482,0.46517,1.24121,0.8565,0.00785,0.00262578,0.00087526,0.00262578,0.00087526,0.00262578,0.00087526,0.00262578,0.00087526
128,1038.41,1.04875,0.45113,0.00709,0.77591,0.92308,0.87617,0.46918,1.29857,0.68804,0.0082,0.00262281,0.00087427,0.00262281,0.00087427,0.00262281,0.00087427,0.00262281,0.00087427
129,1046.55,1.00585,0.33031,0.00639,0.76569,0.75506,0.84903,0.50909,1.21831,0.63906,0.00762,0.00261984,0.00087328,0.00261984,0.00087328,0.00261984,0.00087328,0.00261984,0.00087328
130,1054.7,0.98001,0.36426,0.00638,0.74593,0.76923,0.79521,0.45187,1.33019,0.77251,0.00857,0.00261687,0.00087229,0.00261687,0.00087229,0.00261687,0.00087229,0.00261687,0.00087229
131,1062.71,0.97613,0.34745,0.00646,0.83101,0.75743,0.77127,0.41119,1.36703,0.93655,0.00878,0.0026139,0.0008713,0.0026139,0.0008713,0.0026139,0.0008713,0.0026139,0.0008713
132,1070.71,1.02982,0.4389,0.00721,0.82086,0.70593,0.75764,0.41018,1.38086,0.89867,0.0089,0.00261093,0.00087031,0.00261093,0.00087031,0.00261093,0.00087031,0.00261093,0.00087031
133,1078.8,1.05567,0.40225,0.00731,0.88879,0.76923,0.82467,0.43279,1.33867,0.92941,0.00853,0.00260796,0.00086932,0.00260796,0.00086932,0.00260796,0.00086932,0.00260796,0.00086932
134,1087.07,1.10039,0.37846,0.00703,0.78433,0.84615,0.83985,0.44327,1.35076,0.81782,0.0087,0.00260499,0.00086833,0.00260499,0.00086833,0.00260499,0.00086833,0.00260499,0.00086833
135,1095.17,1.05194,0.4347,0.00683,0.824,0.84615,0.84593,0.42241,1.35741,0.85661,0.00895,0.00260202,0.00086734,0.00260202,0.00086734,0.00260202,0.00086734,0.00260202,0.00086734
136,1103.29,0.98151,0.37777,0.00667,0.84536,0.84138,0.81194,0.44286,1.40209,0.85256,0.00932,0.00259905,0.00086635,0.00259905,0.00086635,0.00259905,0.00086635,0.00259905,0.00086635
137,1111.26,1.04608,0.38595,0.00721,0.66125,0.76923,0.74997,0.3976,1.41969,1.0428,0.0095,0.00259608,0.00086536,0.00259608,0.00086536,0.00259608,0.00086536,0.00259608,0.00086536
138,1119.47,1.04674,0.31459,0.00781,0.6832,0.84615,0.77147,0.37914,1.43525,1.03836,0.00967,0.00259311,0.00086437,0.00259311,0.00086437,0.00259311,0.00086437,0.00259311,0.00086437
139,1127.58,0.97522,0.36986,0.00664,0.72003,0.84615,0.76109,0.38042,1.51792,1.16091,0.00992,0.00259014,0.00086338,0.00259014,0.00086338,0.00259014,0.00086338,0.00259014,0.00086338
140,1135.68,0.9943,0.35048,0.00658,0.60121,0.84615,0.68488,0.37184,1.43065,1.35591,0.00952,0.00258717,0.00086239,0.00258717,0.00086239,0.00258717,0.00086239,0.00258717,0.00086239
141,1143.92,1.01101,0.35746,0.00642,0.64642,0.84615,0.73857,0.41971,1.44911,1.1622,0.00934,0.0025842,0.0008614,0.0025842,0.0008614,0.0025842,0.0008614,0.0025842,0.0008614
142,1151.93,1.06658,0.404,0.00733,0.87625,0.61538,0.7644,0.41883,1.38671,1.20441,0.00894,0.00258123,0.00086041,0.00258123,0.00086041,0.00258123,0.00086041,0.00258123,0.00086041
143,1160.09,1.08337,0.41282,0.00783,0.59724,0.91299,0.75556,0.42201,1.39444,0.86145,0.00903,0.00257826,0.00085942,0.00257826,0.00085942,0.00257826,0.00085942,0.00257826,0.00085942
144,1168.14,1.00904,0.3746,0.0063,0.65668,0.92308,0.81771,0.44111,1.36216,0.75612,0.00882,0.00257529,0.00085843,0.00257529,0.00085843,0.00257529,0.00085843,0.00257529,0.00085843
145,1176.28,0.97264,0.35373,0.00625,0.66375,0.69231,0.81245,0.45193,1.3415,0.90279,0.00883,0.00257232,0.00085744,0.00257232,0.00085744,0.00257232,0.00085744,0.00257232,0.00085744
146,1184.44,0.93828,0.35516,0.00619,0.59495,0.90461,0.82572,0.44429,1.32614,0.87404,0.00878,0.00256935,0.00085645,0.00256935,0.00085645,0.00256935,0.00085645,0.00256935,0.00085645
147,1192.56,1.05275,0.36033,0.00752,0.6592,0.92308,0.85958,0.49497,1.31368,0.71308,0.00877,0.00256638,0.00085546,0.00256638,0.00085546,0.00256638,0.00085546,0.00256638,0.00085546
148,1200.57,0.95461,0.32833,0.00617,0.70236,0.90833,0.88058,0.50082,1.29841,0.73738,0.00871,0.00256341,0.00085447,0.00256341,0.00085447,0.00256341,0.00085447,0.00256341,0.00085447
149,1208.73,0.90556,0.38499,0.00643,0.7458,0.92308,0.89539,0.49616,1.35823,0.68665,0.00901,0.00256044,0.00085348,0.00256044,0.00085348,0.00256044,0.00085348,0.00256044,0.00085348
150,1216.89,0.94117,0.34113,0.00614,0.74931,0.92308,0.83651,0.47638,1.42179,0.76744,0.0094,0.00255747,0.00085249,0.00255747,0.00085249,0.00255747,0.00085249,0.00255747,0.00085249
151,1224.95,0.93957,0.36383,0.00657,0.72296,0.84615,0.83269,0.46593,1.32308,0.82076,0.00874,0.0025545,0.0008515,0.0025545,0.0008515,0.0025545,0.0008515,0.0025545,0.0008515
152,1233.12,1.11143,0.42683,0.00751,0.70153,0.90487,0.82818,0.48502,1.33759,0.79629,0.00884,0.00255153,0.00085051,0.00255153,0.00085051,0.00255153,0.00085051,0.00255153,0.00085051
153,1241.07,1.01613,0.32447,0.00701,0.65861,0.92308,0.83849,0.43996,1.36176,0.75654,0.00911,0.00254856,0.00084952,0.00254856,0.00084952,0.00254856,0.00084952,0.00254856,0.00084952
154,1249.26,0.97974,0.36924,0.00718,0.88995,0.84615,0.88574,0.49287,1.35603,0.80063,0.00902,0.00254559,0.00084853,0.00254559,0.00084853,0.00254559,0.00084853,0.00254559,0.00084853
155,1257.37,1.01921,0.31963,0.00696,0.68155,0.84615,0.80781,0.45505,1.31107,0.94477,0.00872,0.00254262,0.00084754,0.00254262,0.00084754,0.00254262,0.00084754,0.00254262,0.00084754
156,1265.49,0.93773,0.38251,0.00627,0.7018,0.76923,0.82423,0.46455,1.32025,1.07623,0.00869,0.00253965,0.00084655,0.00253965,0.00084655,0.00253965,0.00084655,0.00253965,0.00084655
157,1273.7,0.93267,0.38259,0.00655,0.59721,0.69231,0.72943,0.42235,1.39136,1.05585,0.00926,0.00253668,0.00084556,0.00253668,0.00084556,0.00253668,0.00084556,0.00253668,0.00084556
158,1281.71,0.93644,0.32459,0.0063,0.57925,0.76923,0.74765,0.4063,1.41166,0.95353,0.00939,0.00253371,0.00084457,0.00253371,0.00084457,0.00253371,0.00084457,0.00253371,0.00084457
159,1289.78,0.88041,0.34385,0.0059,0.64278,0.84615,0.83082,0.44389,1.38382,0.92221,0.00913,0.00253074,0.00084358,0.00253074,0.00084358,0.00253074,0.00084358,0.00253074,0.00084358
160,1297.89,0.98919,0.32516,0.00664,0.6825,0.69231,0.73054,0.4407,1.28313,1.24655,0.0086,0.00252777,0.00084259,0.00252777,0.00084259,0.00252777,0.00084259,0.00252777,0.00084259
161,1306.01,0.9272,0.35538,0.00596,0.6552,0.76923,0.74208,0.44648,1.31685,1.12496,0.00865,0.0025248,0.0008416,0.0025248,0.0008416,0.0025248,0.0008416,0.0025248,0.0008416
162,1314.23,0.94585,0.30522,0.0062,0.66345,0.75885,0.74807,0.45348,1.29049,1.14075,0.00852,0.00252183,0.00084061,0.00252183,0.00084061,0.00252183,0.00084061,0.00252183,0.00084061
163,1322.26,0.84939,0.26938,0.00563,0.62334,0.92308,0.77393,0.43082,1.3166,0.99856,0.00875,0.00251886,0.00083962,0.00251886,0.00083962,0.00251886,0.00083962,0.00251886,0.00083962
164,1330.15,0.8988,0.28338,0.00584,0.65608,0.88154,0.84439,0.44582,1.367,0.83628,0.00914,0.00251589,0.00083863,0.00251589,0.00083863,0.00251589,0.00083863,0.00251589,0.00083863
165,1338.32,0.90683,0.29327,0.00585,0.79174,0.69231,0.86045,0.46683,1.39557,0.91237,0.00939,0.00251292,0.00083764,0.00251292,0.00083764,0.00251292,0.00083764,0.00251292,0.00083764
166,1346.37,0.89229,0.26912,0.00575,0.81053,0.69231,0.78682,0.42641,1.40928,1.02644,0.00965,0.00250995,0.00083665,0.00250995,0.00083665,0.00250995,0.00083665,0.00250995,0.00083665
167,1354.6,0.99128,0.3238,0.0066,0.75882,0.76923,0.82153,0.46685,1.34803,0.94422,0.00897,0.00250698,0.00083566,0.00250698,0.00083566,0.00250698,0.00083566,0.00250698,0.00083566
168,1362.66,0.90857,0.31525,0.00607,0.6181,0.99616,0.81731,0.42776,1.33276,0.81824,0.00867,0.00250401,0.00083467,0.00250401,0.00083467,0.00250401,0.00083467,0.00250401,0.00083467
169,1370.7,0.95504,0.30026,0.0064,0.67259,1,0.84175,0.46778,1.32873,0.73342,0.00859,0.00250104,0.00083368,0.00250104,0.00083368,0.00250104,0.00083368,0.00250104,0.00083368
170,1378.82,0.94093,0.30632,0.00591,0.64953,0.99804,0.81762,0.44633,1.40424,0.73575,0.00898,0.00249807,0.00083269,0.00249807,0.00083269,0.00249807,0.00083269,0.00249807,0.00083269
171,1387.09,1.00657,0.30556,0.00677,0.67909,0.84615,0.80646,0.42954,1.42543,0.72843,0.00919,0.0024951,0.0008317,0.0024951,0.0008317,0.0024951,0.0008317,0.0024951,0.0008317
172,1395.15,0.94231,0.26421,0.00626,0.6756,1,0.82935,0.42351,1.42603,0.73401,0.00938,0.00249213,0.00083071,0.00249213,0.00083071,0.00249213,0.00083071,0.00249213,0.00083071
173,1403.28,0.96778,0.3994,0.00622,0.64989,0.99955,0.83894,0.42956,1.46267,0.76357,0.00963,0.00248916,0.00082972,0.00248916,0.00082972,0.00248916,0.00082972,0.00248916,0.00082972
174,1411.22,0.89681,0.2721,0.00592,0.70821,0.84615,0.85005,0.4298,1.43779,0.72644,0.00949,0.00248619,0.00082873,0.00248619,0.00082873,0.00248619,0.00082873,0.00248619,0.00082873
175,1419.39,0.84818,0.26146,0.00575,0.68006,1,0.88048,0.46026,1.37738,0.69988,0.00908,0.00248322,0.00082774,0.00248322,0.00082774,0.00248322,0.00082774,0.00248322,0.00082774
176,1427.51,0.96289,0.33352,0.00623,0.65726,0.92308,0.87333,0.42752,1.45852,0.7864,0.0096,0.00248025,0.00082675,0.00248025,0.00082675,0.00248025,0.00082675,0.00248025,0.00082675
177,1435.62,0.95061,0.29567,0.00606,0.66233,0.92308,0.84559,0.44115,1.44464,0.88024,0.00959,0.00247728,0.00082576,0.00247728,0.00082576,0.00247728,0.00082576,0.00247728,0.00082576
178,1443.79,0.9403,0.29031,0.00619,0.66303,0.90881,0.88523,0.48211,1.36263,0.83572,0.00903,0.00247431,0.00082477,0.00247431,0.00082477,0.00247431,0.00082477,0.00247431,0.00082477
179,1451.91,0.8934,0.32273,0.00601,0.69634,0.92308,0.91044,0.47538,1.38157,0.79093,0.00914,0.00247134,0.00082378,0.00247134,0.00082378,0.00247134,0.00082378,0.00247134,0.00082378
180,1459.85,0.85186,0.30733,0.00561,0.9287,0.69231,0.88352,0.46937,1.40966,0.80921,0.00941,0.00246837,0.00082279,0.00246837,0.00082279,0.00246837,0.00082279,0.00246837,0.00082279
181,1467.96,0.84716,0.25787,0.00571,0.93961,0.69231,0.90315,0.47098,1.41183,0.71162,0.00943,0.0024654,0.0008218,0.0024654,0.0008218,0.0024654,0.0008218,0.0024654,0.0008218
182,1476.02,0.77916,0.28202,0.0049,0.69969,0.92308,0.89784,0.4611,1.36009,0.62649,0.00912,0.00246243,0.00082081,0.00246243,0.00082081,0.00246243,0.00082081,0.00246243,0.00082081
183,1484.17,0.93102,0.30105,0.00613,0.70943,1,0.90367,0.48499,1.33787,0.67903,0.00885,0.00245946,0.00081982,0.00245946,0.00081982,0.00245946,0.00081982,0.00245946,0.00081982
184,1492.3,0.94346,0.34327,0.00618,0.64028,1,0.88295,0.45609,1.3961,0.69523,0.00929,0.00245649,0.00081883,0.00245649,0.00081883,0.00245649,0.00081883,0.00245649,0.00081883
185,1500.24,0.86903,0.29869,0.00579,0.65918,0.92308,0.86359,0.42592,1.40474,0.73385,0.00927,0.00245352,0.00081784,0.00245352,0.00081784,0.00245352,0.00081784,0.00245352,0.00081784
186,1508.32,0.85405,0.24367,0.00533,0.69708,0.92308,0.87022,0.40631,1.42044,0.81134,0.00946,0.00245055,0.00081685,0.00245055,0.00081685,0.00245055,0.00081685,0.00245055,0.00081685
187,1516.5,0.89415,0.33422,0.00611,0.73255,0.84615,0.85026,0.4184,1.34685,0.83706,0.00899,0.00244758,0.00081586,0.00244758,0.00081586,0.00244758,0.00081586,0.00244758,0.00081586
188,1524.62,0.88383,0.3024,0.00559,0.83827,0.84615,0.84454,0.43244,1.41392,0.8246,0.00936,0.00244461,0.00081487,0.00244461,0.00081487,0.00244461,0.00081487,0.00244461,0.00081487
189,1532.75,0.89039,0.26775,0.00627,0.78438,0.84615,0.86886,0.44819,1.37261,0.79518,0.00906,0.00244164,0.00081388,0.00244164,0.00081388,0.00244164,0.00081388,0.00244164,0.00081388
190,1540.68,0.87223,0.28543,0.00539,0.81728,0.76923,0.86266,0.46364,1.36689,0.77107,0.00906,0.00243867,0.00081289,0.00243867,0.00081289,0.00243867,0.00081289,0.00243867,0.00081289
