epoch;time;train/box_loss;train/cls_loss;train/dfl_loss;train/angle_loss;metrics/precision(B);metrics/recall(B);metrics/mAP50(B);metrics/mAP50-95(B);val/box_loss;val/cls_loss;val/dfl_loss;val/angle_loss;lr/pg0;lr/pg1;lr/pg2;lr/pg3;lr/pg4;lr/pg5;lr/pg6;lr/pg7
204;951.645;0.68061;0.29143;0.06195;0.00794;0.94321;0.9;0,96778;0,75283;0.90101;0.4473;0.09074;0.0045;0.00239709;0.00079903;0.00239709;0.00079903;0.00239709;0.00079903;0.00239709;0.00079903
89;414.805;0.92746;0.40936;0.04782;0.01053;0.95654;0.925;0,96772;0,72124;0.98051;0.49395;0.10136;0.00456;0.00273864;0.00091288;0.00273864;0.00091288;0.00273864;0.00091288;0.00273864;0.00091288
212;989.159;0.67866;0.29951;0.06115;0.0055;0.92637;0.94366;0,96769;0,75661;0.91905;0.44142;0.0862;0.00618;0.00237333;0.00079111;0.00237333;0.00079111;0.00237333;0.00079111;0.00237333;0.00079111
96;447.439;0.85453;0.39643;0.06412;0.00927;0.9244;0.91722;0,96766;0,72772;0.95089;0.45062;0.09939;0.00381;0.00271785;0.00090595;0.00271785;0.00090595;0.00271785;0.00090595;0.00271785;0.00090595
188;876.841;0.74405;0.32962;0.06938;0.00521;0.94205;0.925;0,96765;0,73836;0.99158;0.43007;0.09933;0.00469;0.00244461;0.00081487;0.00244461;0.00081487;0.00244461;0.00081487;0.00244461;0.00081487
249;1162.06;0.71275;0.30651;0.06043;0.00929;0.91794;0.9;0,96726;0,75941;0.8701;0.50937;0.09194;0.00477;0.00226344;0.00075448;0.00226344;0.00075448;0.00226344;0.00075448;0.00226344;0.00075448
211;984.508;0.70854;0.30908;0.04943;0.00534;0.89986;0.95;0,96696;0,75886;0.88369;0.42506;0.09078;0.00511;0.0023763;0.0007921;0.0023763;0.0007921;0.0023763;0.0007921;0.0023763;0.0007921
140;652.393;0.77159;0.352;0.06651;0.00584;0.90433;0.94534;0,96659;0,7654;0.90816;0.50172;0.09245;0.00539;0.00258717;0.00086239;0.00258717;0.00086239;0.00258717;0.00086239;0.00258717;0.00086239
191;890.939;0.79479;0.37541;0.05123;0.01309;0.92319;0.90145;0,96656;0,74686;0.90624;0.50366;0.08765;0.00427;0.0024357;0.0008119;0.0024357;0.0008119;0.0024357;0.0008119;0.0024357;0.0008119
134;624.451;0.7726;0.34468;0.065;0.00744;0.94258;0.9;0,96644;0,73595;0.94565;0.44276;0.09222;0.00466;0.00260499;0.00086833;0.00260499;0.00086833;0.00260499;0.00086833;0.00260499;0.00086833
183;853.723;0.75906;0.35468;0.06821;0.00635;0.87872;0.95;0,96629;0,74439;0.93733;0.44724;0.10086;0.00513;0.00245946;0.00081982;0.00245946;0.00081982;0.00245946;0.00081982;0.00245946;0.00081982
243;1133.92;0.68451;0.33082;0.06828;0.0079;0.92298;0.89881;0,96615;0,75375;0.91739;0.45274;0.09216;0.00595;0.00228126;0.00076042;0.00228126;0.00076042;0.00228126;0.00076042;0.00228126;0.00076042
61;284.196;0.98397;0.512;0.05539;0.00721;0.89798;0.925;0,96606;0,72646;0.93953;0.52913;0.0934;0.00433;0.0028218;0.0009406;0.0028218;0.0009406;0.0028218;0.0009406;0.0028218;0.0009406
240;1119.88;0.71028;0.36433;0.05988;0.00611;0.9046;0.95;0,96598;0,75873;0.91459;0.44508;0.09162;0.00562;0.00229017;0.00076339;0.00229017;0.00076339;0.00229017;0.00076339;0.00229017;0.00076339
112;522.122;0.8347;0.32627;0.06322;0.00769;0.97218;0.87364;0,96587;0,74633;0.99503;0.48292;0.10076;0.00517;0.00267033;0.00089011;0.00267033;0.00089011;0.00267033;0.00089011;0.00267033;0.00089011
214;998.524;0.68836;0.36025;0.06608;0.00765;0.93855;0.925;0,96579;0,74454;0.9721;0.46622;0.08676;0.00703;0.00236739;0.00078913;0.00236739;0.00078913;0.00236739;0.00078913;0.00236739;0.00078913
92;428.77;0.89203;0.35346;0.0653;0.00674;0.90105;0.95;0,96544;0,73686;0.96172;0.44588;0.09672;0.00365;0.00272973;0.00090991;0.00272973;0.00090991;0.00272973;0.00090991;0.00272973;0.00090991
172;802.297;0.828;0.31073;0.07437;0.00673;0.90127;0.91303;0,96536;0,72753;0.98659;0.43979;0.09896;0.00419;0.00249213;0.00083071;0.00249213;0.00083071;0.00249213;0.00083071;0.00249213;0.00083071
216;1007.9;0.67513;0.29555;0.06363;0.009;0.99949;0.95;0,96536;0,74599;0.95211;0.46185;0.08839;0.00671;0.00236145;0.00078715;0.00236145;0.00078715;0.00236145;0.00078715;0.00236145;0.00078715
139;647.715;0.76801;0.28636;0.06278;0.00799;0.92467;0.92067;0,96531;0,75419;0.89296;0.53769;0.09339;0.00464;0.00259014;0.00086338;0.00259014;0.00086338;0.00259014;0.00086338;0.00259014;0.00086338
133;619.778;0.84049;0.30719;0.06459;0.00638;1;0.89279;0,96521;0,7384;0.95058;0.43208;0.09354;0.00419;0.00260796;0.00086932;0.00260796;0.00086932;0.00260796;0.00086932;0.00260796;0.00086932
180;839.576;0.75441;0.33036;0.0689;0.01439;0.92485;0.92303;0,96515;0,70729;101.694;0.4551;0.0983;0.00625;0.00246837;0.00082279;0.00246837;0.00082279;0.00246837;0.00082279;0.00246837;0.00082279
247;1152.65;0.68349;0.33492;0.05737;0.00581;0.94867;0.92407;0,9645;0,73064;0.95511;0.48019;0.09322;0.00461;0.00226938;0.00075646;0.00226938;0.00075646;0.00226938;0.00075646;0.00226938;0.00075646
46;214.322;105.345;0.53981;0.05864;0.01043;0.94574;0.87164;0,96437;0,73061;100.029;0.48091;0.09615;0.00541;0.00286635;0.00095545;0.00286635;0.00095545;0.00286635;0.00095545;0.00286635;0.00095545
63;293.511;100.725;0.41963;0.05202;0.00762;0.97091;0.9;0,96437;0,73413;0.93169;0.61317;0.09494;0.00447;0.00281586;0.00093862;0.00281586;0.00093862;0.00281586;0.00093862;0.00281586;0.00093862
203;946.99;0.65556;0.27758;0.06658;0.00589;0.9392;0.875;0,96386;0,74454;0.898;0.47239;0.08619;0.00445;0.00240006;0.00080002;0.00240006;0.00080002;0.00240006;0.00080002;0.00240006;0.00080002
143;666.357;0.77404;0.28705;0.0557;0.0066;0.92287;0.89739;0,96323;0,7519;0.9075;0.52009;0.09113;0.00569;0.00257826;0.00085942;0.00257826;0.00085942;0.00257826;0.00085942;0.00257826;0.00085942
60;279.559;0.9831;0.7131;0.06242;0.00971;0.90915;0.9;0,96299;0,74271;0.93894;0.50435;0.09457;0.00399;0.00282477;0.00094159;0.00282477;0.00094159;0.00282477;0.00094159;0.00282477;0.00094159
248;1157.37;0.61337;0.28253;0.06292;0.00653;0.97054;0.875;0,9629;0,73496;0.91343;0.478;0.09407;0.00409;0.00226641;0.00075547;0.00226641;0.00075547;0.00226641;0.00075547;0.00226641;0.00075547
189;881.512;0.73176;0.32709;0.0604;0.00843;0.88819;0.925;0,96255;0,73125;0.94776;0.49548;0.09898;0.00493;0.00244164;0.00081388;0.00244164;0.00081388;0.00244164;0.00081388;0.00244164;0.00081388
241;1124.57;0.67027;0.27771;0.05943;0.00943;0.87087;0.95;0,96242;0,74708;0.90103;0.49064;0.09141;0.00538;0.0022872;0.0007624;0.0022872;0.0007624;0.0022872;0.0007624;0.0022872;0.0007624
142;661.726;0.81599;0.35346;0.0534;0.00653;0.97198;0.86751;0,96232;0,75834;0.91456;0.49069;0.09108;0.00636;0.00258123;0.00086041;0.00258123;0.00086041;0.00258123;0.00086041;0.00258123;0.00086041
244;1138.64;0.70463;0.33521;0.05694;0.00554;0.88721;0.925;0,96225;0,74168;0.92109;0.46165;0.09183;0.00546;0.00227829;0.00075943;0.00227829;0.00075943;0.00227829;0.00075943;0.00227829;0.00075943
34;158.577;105.897;0.64291;0.05588;0.01285;0.96242;0.85;0,96212;0,73401;101.119;0.45856;0.09818;0.00545;0.00290199;0.00096733;0.00290199;0.00096733;0.00290199;0.00096733;0.00290199;0.00096733
233;1087.44;0.64607;0.28222;0.0375;0.00472;0.88371;0.94989;0,96168;0,7196;0.95197;0.49228;0.08817;0.00464;0.00231096;0.00077032;0.00231096;0.00077032;0.00231096;0.00077032;0.00231096;0.00077032
182;848.974;0.82399;0.44895;0.06365;0.0056;0.88056;0.92163;0,96129;0,73349;0.92947;0.46202;0.09787;0.00575;0.00246243;0.00082081;0.00246243;0.00082081;0.00246243;0.00082081;0.00246243;0.00082081
33;153.886;116.311;0.65359;0.07496;0.01226;0.94735;0.89961;0,96085;0,7541;0.97653;0.47388;0.09699;0.00414;0.00290496;0.00096832;0.00290496;0.00096832;0.00290496;0.00096832;0.00290496;0.00096832
190;886.185;0.78519;0.31647;0.06874;0.00898;0.94594;0.87483;0,96077;0,73049;0.92844;0.50852;0.08814;0.00495;0.00243867;0.00081289;0.00243867;0.00081289;0.00243867;0.00081289;0.00243867;0.00081289
69;321.518;0.99271;0.41323;0.0548;0.00991;0.90308;0.93194;0,96051;0,72306;100.801;0.56556;0.09087;0.00699;0.00279804;0.00093268;0.00279804;0.00093268;0.00279804;0.00093268;0.00279804;0.00093268
224;1045.23;0.72615;0.29471;0.05622;0.00843;0.89549;0.9;0,95966;0,7025;0.90352;0.54495;0.09131;0.00563;0.00233769;0.00077923;0.00233769;0.00077923;0.00233769;0.00077923;0.00233769;0.00077923
141;657.095;0.79889;0.37039;0.06267;0.01242;0.94734;0.89947;0,95958;0,75964;0.90926;0.48784;0.09095;0.00651;0.0025842;0.0008614;0.0025842;0.0008614;0.0025842;0.0008614;0.0025842;0.0008614
44;204.994;117.431;0.67089;0.06272;0.01081;0.94315;0.9;0,95916;0,72657;0.99771;0.48484;0.09199;0.00601;0.00287229;0.00095743;0.00287229;0.00095743;0.00287229;0.00095743;0.00287229;0.00095743
97;452.124;0.85966;0.37497;0.06822;0.01404;0.91938;0.875;0,95874;0,72247;0.91588;0.46489;0.09787;0.00397;0.00271488;0.00090496;0.00271488;0.00090496;0.00271488;0.00090496;0.00271488;0.00090496
82;382.081;102.774;0.40429;0.065;0.01007;0.92658;0.94663;0,9583;0,72503;0.96416;0.46805;0.10088;0.00547;0.00275943;0.00091981;0.00275943;0.00091981;0.00275943;0.00091981;0.00275943;0.00091981
232;1082.81;0.69049;0.28737;0.05422;0.00561;0.92369;0.90792;0,95811;0,73507;0.91231;0.49649;0.08707;0.00447;0.00231393;0.00077131;0.00231393;0.00077131;0.00231393;0.00077131;0.00231393;0.00077131
220;1026.52;0.65931;0.30647;0.0467;0.0056;0.93874;0.9;0,95801;0,73326;0.96103;0.47943;0.08789;0.01526;0.00234957;0.00078319;0.00234957;0.00078319;0.00234957;0.00078319;0.00234957;0.00078319
210;979.885;0.66704;0.3128;0.06417;0.00882;0.90365;0.95;0,95743;0,74554;0.89773;0.45029;0.09127;0.0051;0.00237927;0.00079309;0.00237927;0.00079309;0.00237927;0.00079309;0.00237927;0.00079309
121;563.879;0.87347;0.44758;0.06148;0.00893;0.94486;0.875;0,95714;0,73838;0.95485;0.47727;0.09177;0.00481;0.0026436;0.0008812;0.0026436;0.0008812;0.0026436;0.0008812;0.0026436;0.0008812
104;484.915;0.82344;0.3608;0.06107;0.00734;0.84427;0.94878;0,957;0,7142;0.99129;0.50817;0.10258;0.00722;0.00269409;0.00089803;0.00269409;0.00089803;0.00269409;0.00089803;0.00269409;0.00089803
105;489.588;0.91335;0.40867;0.06144;0.01645;0.89895;0.8898;0,95652;0,70199;0.95826;0.52116;0.10189;0.00745;0.00269112;0.00089704;0.00269112;0.00089704;0.00269112;0.00089704;0.00269112;0.00089704
106;494.208;0.96075;0.47139;0.06442;0.00986;0.85896;0.91367;0,95631;0,72862;0.99399;0.48438;0.10051;0.00846;0.00268815;0.00089605;0.00268815;0.00089605;0.00268815;0.00089605;0.00268815;0.00089605
122;568.521;0.78611;0.34012;0.05453;0.00568;0.9406;0.9;0,95627;0,74461;0.97372;0.41201;0.09332;0.00458;0.00264063;0.00088021;0.00264063;0.00088021;0.00264063;0.00088021;0.00264063;0.00088021
229;1068.68;0.6211;0.27554;0.05363;0.00487;0.99036;0.85;0,95621;0,72746;0.96271;0.47558;0.08668;0.0049;0.00232284;0.00077428;0.00232284;0.00077428;0.00232284;0.00077428;0.00232284;0.00077428
103;480.155;0.90844;0.40352;0.06494;0.00974;0.8632;0.94656;0,95608;0,73045;0.9712;0.53199;0.10261;0.00531;0.00269706;0.00089902;0.00269706;0.00089902;0.00269706;0.00089902;0.00269706;0.00089902
108;503.394;0.87349;0.36875;0.07308;0.00735;0.93574;0.825;0,95506;0,74674;0.99076;0.5009;0.1004;0.00635;0.00268221;0.00089407;0.00268221;0.00089407;0.00268221;0.00089407;0.00268221;0.00089407
115;536.186;0.87509;0.43272;0.04974;0.00873;0.92637;0.94375;0,95474;0,7443;0.99799;0.50247;0.09465;0.00444;0.00266142;0.00088714;0.00266142;0.00088714;0.00266142;0.00088714;0.00266142;0.00088714
83;386.684;0.89577;0.41907;0.07758;0.00732;0.90147;0.91506;0,95471;0,72648;0.97095;0.47346;0.10083;0.00566;0.00275646;0.00091882;0.00275646;0.00091882;0.00275646;0.00091882;0.00275646;0.00091882
228;1063.93;0.66038;0.30645;0.05542;0.01189;0.972;0.86787;0,95467;0,72796;0.96764;0.48773;0.08675;0.00446;0.00232581;0.00077527;0.00232581;0.00077527;0.00232581;0.00077527;0.00232581;0.00077527
67;312.108;0.95435;0.42821;0.06138;0.01257;0.89904;0.9;0,95391;0,72678;0.97379;0.54681;0.08951;0.00714;0.00280398;0.00093466;0.00280398;0.00093466;0.00280398;0.00093466;0.00280398;0.00093466
123;573.101;0.86302;0.3871;0.07058;0.00606;0.91978;0.925;0,95382;0,74644;0.97516;0.41002;0.09345;0.00478;0.00263766;0.00087922;0.00263766;0.00087922;0.00263766;0.00087922;0.00263766;0.00087922
101;470.831;0.86203;0.40699;0.05557;0.00739;0.87136;0.925;0,95359;0,69953;0.99214;0.53921;0.09968;0.00468;0.002703;0.000901;0.002703;0.000901;0.002703;0.000901;0.002703;0.000901
120;559.253;0.8368;0.3397;0.05718;0.00905;0.9665;0.85;0,95359;0,73271;0.97388;0.49464;0.09021;0.00569;0.00264657;0.00088219;0.00264657;0.00088219;0.00264657;0.00088219;0.00264657;0.00088219
98;456.736;0.93268;0.47269;0.06622;0.01012;0.84063;0.95;0,95347;0,71428;0.91465;0.56384;0.09789;0.0042;0.00271191;0.00090397;0.00271191;0.00090397;0.00271191;0.00090397;0.00271191;0.00090397
116;540.695;0.81328;0.32339;0.05486;0.00749;0.87625;0.88522;0,9533;0,74759;0.95728;0.57401;0.09177;0.00394;0.00265845;0.00088615;0.00265845;0.00088615;0.00265845;0.00088615;0.00265845;0.00088615
242;1129.24;0.68796;0.31003;0.05636;0.00596;0.87825;0.95;0,95226;0,74046;0.89268;0.51532;0.09141;0.00542;0.00228423;0.00076141;0.00228423;0.00076141;0.00228423;0.00076141;0.00228423;0.00076141
32;149.093;128.929;0.77092;0.09343;0.01847;0.84845;0.9;0,95168;0,7149;105.089;0.50768;0.10018;0.00554;0.00290793;0.00096931;0.00290793;0.00096931;0.00290793;0.00096931;0.00290793;0.00096931
231;1078.05;0.7438;0.33709;0.05173;0.00633;0.91205;0.925;0,95154;0,73682;0.9573;0.44429;0.08798;0.00477;0.0023169;0.0007723;0.0023169;0.0007723;0.0023169;0.0007723;0.0023169;0.0007723
124;577.78;0.8388;0.33188;0.06044;0.00587;0.97203;0.86888;0,95011;0,73948;100.433;0.42687;0.09391;0.00547;0.00263469;0.00087823;0.00263469;0.00087823;0.00263469;0.00087823;0.00263469;0.00087823
107;498.675;0.87819;0.37128;0.0676;0.00924;0.93431;0.825;0,94969;0,72813;0.97429;0.50959;0.10009;0.00697;0.00268518;0.00089506;0.00268518;0.00089506;0.00268518;0.00089506;0.00268518;0.00089506
81;377.364;0.86947;0.37789;0.07063;0.00834;0.88223;0.9365;0,94941;0,69902;103.696;0.53324;0.09712;0.01829;0.0027624;0.0009208;0.0027624;0.0009208;0.0027624;0.0009208;0.0027624;0.0009208
205;956.329;0.69642;0.30386;0.06037;0.00572;0.90353;0.93674;0,94932;0,7491;0.89177;0.45724;0.08987;0.00457;0.00239412;0.00079804;0.00239412;0.00079804;0.00239412;0.00079804;0.00239412;0.00079804
110;512.65;0.87254;0.36156;0.06374;0.00725;0.90413;0.875;0,9491;0,72449;100.822;0.53127;0.09893;0.00557;0.00267627;0.00089209;0.00267627;0.00089209;0.00267627;0.00089209;0.00267627;0.00089209
227;1059.26;0.71647;0.28898;0.04465;0.00744;0.91995;0.9;0,94907;0,71555;0.92795;0.58914;0.08633;0.0048;0.00232878;0.00077626;0.00232878;0.00077626;0.00232878;0.00077626;0.00232878;0.00077626
208;970.414;0.71278;0.26386;0.05215;0.00758;0.91971;0.925;0,94855;0,7341;0.91173;0.55357;0.09092;0.0049;0.00238521;0.00079507;0.00238521;0.00079507;0.00238521;0.00079507;0.00238521;0.00079507
207;965.751;0.74461;0.28723;0.05686;0.00856;0.91561;0.95;0,94834;0,72809;0.93547;0.44596;0.09269;0.00514;0.00238818;0.00079606;0.00238818;0.00079606;0.00238818;0.00079606;0.00238818;0.00079606
102;475.484;0.9624;0.39984;0.06738;0.01077;0.80793;0.95;0,94811;0,7001;100.844;0.56241;0.10209;0.0049;0.00270003;0.00090001;0.00270003;0.00090001;0.00270003;0.00090001;0.00270003;0.00090001
154;718.031;0.90255;0.36389;0.05652;0.00625;0.90152;0.875;0,9478;0,72666;100.869;0.45261;0.0975;0.0146;0.00254559;0.00084853;0.00254559;0.00084853;0.00254559;0.00084853;0.00254559;0.00084853
246;1147.95;0.66345;0.27549;0.05219;0.00532;0.88046;0.92075;0,94758;0,7206;0.9265;0.59513;0.09173;0.00537;0.00227235;0.00075745;0.00227235;0.00075745;0.00227235;0.00075745;0.00227235;0.00075745
70;326.221;0.95515;0.44343;0.04698;0.0069;0.92294;0.9;0,9475;0,7214;0.99761;0.55412;0.09219;0.00723;0.00279507;0.00093169;0.00279507;0.00093169;0.00279507;0.00093169;0.00279507;0.00093169
62;288.815;103.353;0.51557;0.05457;0.01089;0.9022;0.92251;0,94727;0,7236;0.94027;0.60349;0.09323;0.00455;0.00281883;0.00093961;0.00281883;0.00093961;0.00281883;0.00093961;0.00281883;0.00093961
79;368.097;0.92807;0.42335;0.06217;0.008;0.91763;0.9;0,94697;0,69341;103.457;0.59275;0.09421;0.00552;0.00276834;0.00092278;0.00276834;0.00092278;0.00276834;0.00092278;0.00276834;0.00092278
72;335.548;102.172;0.476;0.05209;0.01562;0.92313;0.90067;0,94691;0,719;101.239;0.47654;0.09517;0.00552;0.00278913;0.00092971;0.00278913;0.00092971;0.00278913;0.00092971;0.00278913;0.00092971
245;1143.33;0.65167;0.34807;0.05162;0.01037;0.88059;0.92189;0,94666;0,72812;0.91358;0.53253;0.09169;0.00521;0.00227532;0.00075844;0.00227532;0.00075844;0.00227532;0.00075844;0.00227532;0.00075844
80;372.768;0.91432;0.38811;0.06749;0.01051;0.86537;0.925;0,9466;0,68169;106.618;0.57934;0.09651;0.0063;0.00276537;0.00092179;0.00276537;0.00092179;0.00276537;0.00092179;0.00276537;0.00092179
118;549.98;0.84696;0.40881;0.0571;0.01096;0.92714;0.85;0,94587;0,73798;0.97749;0.57047;0.09139;0.00481;0.00265251;0.00088417;0.00265251;0.00088417;0.00265251;0.00088417;0.00265251;0.00088417
77;358.699;0.9179;0.34586;0.06884;0.00816;0.92037;0.86696;0,94542;0,70374;101.145;0.58174;0.09565;0.00602;0.00277428;0.00092476;0.00277428;0.00092476;0.00277428;0.00092476;0.00277428;0.00092476
230;1073.37;0.65068;0.29325;0.04379;0.00605;0.89927;0.89284;0,94507;0,7245;0.97201;0.46729;0.08863;0.00512;0.00231987;0.00077329;0.00231987;0.00077329;0.00231987;0.00077329;0.00231987;0.00077329
35;163.193;111.935;0.57663;0.07041;0.0086;0.90105;0.875;0,94407;0,71999;104.754;0.49187;0.1015;0.00623;0.00289902;0.00096634;0.00289902;0.00096634;0.00289902;0.00096634;0.00289902;0.00096634
78;363.435;0.86295;0.41226;0.06217;0.01093;0.87365;0.86447;0,94231;0,69389;102.363;0.58896;0.09447;0.00611;0.00277131;0.00092377;0.00277131;0.00092377;0.00277131;0.00092377;0.00277131;0.00092377
117;545.353;0.92087;0.36769;0.06621;0.01442;0.93159;0.85;0,94026;0,74161;0.99455;0.55185;0.09148;0.00449;0.00265548;0.00088516;0.00265548;0.00088516;0.00265548;0.00088516;0.00265548;0.00088516
76;354.069;101.248;0.44642;0.07007;0.0081;0.94451;0.8511;0,93873;0,71507;1.024;0.46999;0.09683;0.00578;0.00277725;0.00092575;0.00277725;0.00092575;0.00277725;0.00092575;0.00277725;0.00092575
36;167.873;117.873;0.62628;0.07789;0.01059;0.83979;0.925;0,93846;0,70689;104.151;0.50807;0.10202;0.00846;0.00289605;0.00096535;0.00289605;0.00096535;0.00289605;0.00096535;0.00289605;0.00096535
138;643.22;0.8804;0.35775;0.06041;0.01204;0.89686;0.925;0,93843;0,73993;0.94059;0.48701;0.09682;0.00483;0.00259311;0.00086437;0.00259311;0.00086437;0.00259311;0.00086437;0.00259311;0.00086437
137;638.458;0.76838;0.30389;0.06048;0.00554;0.9453;0.86431;0,93779;0,72737;0.97273;0.45636;0.09679;0.00554;0.00259608;0.00086536;0.00259608;0.00086536;0.00259608;0.00086536;0.00259608;0.00086536
31;144.458;11.665;0.73121;0.06174;0.01225;0.85656;0.925;0,93695;0,68661;103.729;0.57373;0.09706;0.00692;0.0029109;0.0009703;0.0029109;0.0009703;0.0029109;0.0009703;0.0029109;0.0009703
136;633.778;0.8239;0.31392;0.04972;0.00906;0.85976;0.91969;0,93628;0,71924;0.97296;0.46855;0.09685;0.00532;0.00259905;0.00086635;0.00259905;0.00086635;0.00259905;0.00086635;0.00259905;0.00086635
206;961.089;0.72277;0.28135;0.04947;0.00528;0.90475;0.94992;0,93533;0,73232;0.89631;0.50508;0.09166;0.005;0.00239115;0.00079705;0.00239115;0.00079705;0.00239115;0.00079705;0.00239115;0.00079705
24;112.096;120.932;0.77589;0.08318;0.01375;0.91725;0.825;0,93221;0,659;105.772;0.61163;0.10039;0.00533;0.00293169;0.00097723;0.00293169;0.00097723;0.00293169;0.00097723;0.00293169;0.00097723
68;316.814;0.92891;0.42057;0.05486;0.01414;0.88039;0.92017;0,92932;0,71248;0.95223;0.60066;0.0904;0.00437;0.00280101;0.00093367;0.00280101;0.00093367;0.00280101;0.00093367;0.00280101;0.00093367
23;107.436;126.892;0.85052;0.06864;0.01024;0.84438;0.9;0,92708;0,66733;106.878;0.64852;0.10342;0.00504;0.00293466;0.00097822;0.00293466;0.00097822;0.00293466;0.00097822;0.00293466;0.00097822
100;466.081;0.84787;0.41521;0.07385;0.00804;0.85989;0.92067;0,91342;0,68613;102.832;0.50577;0.10035;0.00548;0.00270597;0.00090199;0.00270597;0.00090199;0.00270597;0.00090199;0.00270597;0.00090199
30;139.812;115.606;0.7;0.05376;0.01017;0.853;0.925;0,9037;0,65156;108.499;0.63984;0.09458;0.00722;0.00291387;0.00097129;0.00291387;0.00097129;0.00291387;0.00097129;0.00291387;0.00097129
99;461.408;0.83892;0.35603;0.05539;0.00984;0.89043;0.8;0,90337;0,68398;0.99441;0.54;0.10041;0.0097;0.00270894;0.00090298;0.00270894;0.00090298;0.00270894;0.00090298;0.00270894;0.00090298
27;125.835;123.936;0.75572;0.05973;0.01138;0.82382;0.875;0,8927;0,66095;105.729;0.67254;0.08995;0.00641;0.00292278;0.00097426;0.00292278;0.00097426;0.00292278;0.00097426;0.00292278;0.00097426
29;135.15;116.565;0.62957;0.07251;0.01036;0.94109;0.79882;0,88799;0,65513;11.307;0.62257;0.0943;0.00937;0.00291684;0.00097228;0.00291684;0.00097228;0.00291684;0.00097228;0.00291684;0.00097228
28;130.485;120.403;0.70612;0.06027;0.01161;0.83644;0.89505;0,87952;0,6587;106.701;0.69072;0.08788;0.00575;0.00291981;0.00097327;0.00291981;0.00097327;0.00291981;0.00097327;0.00291981;0.00097327
25;116.766;12.796;0.71691;0.06157;0.01148;0.8176;0.8;0,87831;0,6373;106.713;0.71672;0.09623;0.00586;0.00292872;0.00097624;0.00292872;0.00097624;0.00292872;0.00097624;0.00292872;0.00097624
22;102.759;128.648;0.94241;0.06087;0.01124;0.86428;0.8;0,87799;0,63498;10.721;0.80374;0.10171;0.00566;0.00293763;0.00097921;0.00293763;0.00097921;0.00293763;0.00097921;0.00293763;0.00097921
21;981.175;133.964;0.95974;0.06277;0.01311;0.82472;0.82345;0,86925;0,62727;113.214;0.75555;0.10141;0.00762;0.0029406;0.0009802;0.0029406;0.0009802;0.0029406;0.0009802;0.0029406;0.0009802
19;886.955;133.245;0.97033;0.0686;0.01343;0.81661;0.775;0,84798;0,552;125.011;0.75238;0.10542;0.00743;0.00294654;0.00098218;0.00294654;0.00098218;0.00294654;0.00098218;0.00294654;0.00098218
26;121.399;126.057;0.74003;0.06746;0.01182;0.83402;0.825;0,83372;0,62298;111.438;0.8025;0.09391;0.00559;0.00292575;0.00097525;0.00292575;0.00097525;0.00292575;0.00097525;0.00292575;0.00097525
18;840.138;134.255;10.047;0.06243;0.01447;0.75891;0.78712;0,8061;0,54331;123.429;0.84995;0.10447;0.00671;0.00294951;0.00098317;0.00294951;0.00098317;0.00294951;0.00098317;0.00294951;0.00098317
20;934.108;138.731;103.919;0.06393;0.01618;0.81303;0.725;0,78509;0,50899;127.832;0.82236;0.09881;0.00912;0.00294357;0.00098119;0.00294357;0.00098119;0.00294357;0.00098119;0.00294357;0.00098119
17;792.535;145.379;118.971;0.07138;0.01508;0.64285;0.67497;0,7179;0,47376;129.649;102.122;0.10643;0.00799;0.00295248;0.00098416;0.00295248;0.00098416;0.00295248;0.00098416;0.00295248;0.00098416
16;745.659;139.955;12.979;0.0619;0.01772;0.69074;0.55;0,67005;0,44945;134.308;109.806;0.10143;0.00906;0.00295545;0.00098515;0.00295545;0.00098515;0.00295545;0.00098515;0.00295545;0.00098515
15;698.955;141.415;143.534;0.06585;0.01532;0.66561;0.55;0,62543;0,42616;134.174;125.106;0.10672;0.00822;0.00295842;0.00098614;0.00295842;0.00098614;0.00295842;0.00098614;0.00295842;0.00098614
14;652.668;142.131;15.318;0.05812;0.0225;0.66403;0.525;0,58727;0,36763;14.203;133.989;0.1065;0.00892;0.00296139;0.00098713;0.00296139;0.00098713;0.00296139;0.00098713;0.00296139;0.00098713
13;605.686;155.649;193.347;0.06901;0.03316;0.57668;0.5;0,5183;0,3352;145.287;169.721;0.10703;0.01295;0.00296436;0.00098812;0.00296436;0.00098812;0.00296436;0.00098812;0.00296436;0.00098812
7;331.062;150.327;403.871;0.05806;0.02093;1;0.025;0,51249;0,30749;147.866;399.811;0.10972;0.00978;0.00298218;0.00099406;0.00298218;0.00099406;0.00298218;0.00099406;0.00298218;0.00099406
12;559.359;144.104;189.051;0.06786;0.01837;0.61306;0.475;0,49921;0,31044;148.859;205.047;0.10848;0.01396;0.00296733;0.00098911;0.00296733;0.00098911;0.00296733;0.00098911;0.00296733;0.00098911
11;513.641;154.504;192.636;0.06697;0.017;0.74497;0.375;0,48838;0,2874;149.355;197.141;0.10833;0.01005;0.0029703;0.0009901;0.0029703;0.0009901;0.0029703;0.0009901;0.0029703;0.0009901
10;46.883;158.161;258.199;0.0742;0.02431;0.53894;0.4;0,4515;0,27838;14.884;204.762;0.10227;0.01692;0.00297327;0.00099109;0.00297327;0.00099109;0.00297327;0.00099109;0.00297327;0.00099109
